mean_favorite_count,sum_favorite_count,mean_retweet_count,sum_retweet_count,mean_display_text_width,sum_display_text_width,n,code
8,16,6,12,58.5,117,2,TS
0.6666666666666666,2,0,0,131.33333333333334,394,3,SB
3,6,0,0,133.5,267,2,SB
2.5,5,5.5,11,135,270,2,TS
4,8,1,2,127.5,255,2,SB
0,0,0,0,103.5,207,2,SB
5.5,11,0,0,62.5,125,2,TS
0,0,0,0,57,114,2,TS
4,12,0.3333333333333333,1,79.33333333333333,238,3,TS
4,12,0.3333333333333333,1,81.33333333333333,244,3,TS
0,0,0,0,57.5,115,2,TS
0.5,1,0,0,53.5,107,2,TS
4,8,3.5,7,130,260,2,SB
0.5,1,0,0,61,122,2,TS
0.5,2,0,0,63,252,4,TS
2,4,1,2,101.5,203,2,TS
3,9,0.6666666666666666,2,133.33333333333334,400,3,TS
2,6,0.3333333333333333,1,110.33333333333333,331,3,TS
0,0,0,0,61.5,123,2,TS
1,2,0,0,109,218,2,TS
1,2,0,0,52.5,105,2,TS
0.5,1,0.5,1,76.5,153,2,TS
0.5,1,0.5,1,76.5,153,2,TS
1.5,3,0.5,1,66.5,133,2,TS
1,2,0.5,1,65,130,2,TS
1.5,3,0,0,62.5,125,2,TS
2.5,5,1,2,110.5,221,2,TS
2.5,5,1,2,104.5,209,2,TS
0,0,0,0,69.5,139,2,TS
2,4,0.5,1,52.5,105,2,TS
0,0,0,0,66.5,133,2,TS
0,0,0.5,1,82.5,165,2,TS
0,0,0.5,1,79.5,159,2,TS
1,2,0,0,64.5,129,2,TS
4.5,9,3.5,7,141.5,283,2,TS
0.5,1,0,0,84,168,2,TS
1,2,1.5,3,100.5,201,2,TS
2,4,0.5,1,61.5,123,2,TS
0,0,0,0,53,106,2,TS
1.5,6,0,0,93.25,373,4,TS
0.5,1,0,0,51.5,103,2,TS
0,0,0,0,42.5,85,2,TS
1,2,0,0,73,146,2,TS
0.5,1,0,0,52.5,105,2,TS
0.5,1,0,0,65.5,131,2,TS
0,0,0,0,55.5,111,2,TS
0,0,0,0,34.666666666666664,104,3,TS
1.3333333333333333,4,0.3333333333333333,1,97.66666666666667,293,3,TS
1.4,7,0.2,1,86.2,431,5,TS
2.5,5,0.5,1,98,196,2,TS
1,3,0,0,66.33333333333333,199,3,TS
0.3333333333333333,1,0,0,62,186,3,TS
0.5,1,0,0,50.5,101,2,TS
0,0,0,0,29.5,59,2,TS
0.3333333333333333,1,0,0,53.333333333333336,160,3,TS
0.5,1,0,0,76,152,2,TS
1.5,3,0,0,71,142,2,TS
0.5,1,0.5,1,114,228,2,TS
1,2,0,0,71.5,143,2,TS
2.5,5,0,0,103.5,207,2,TS
0.5,1,0,0,58,116,2,TS
1,2,0,0,65,130,2,TS
0.6666666666666666,2,0,0,60.333333333333336,181,3,TS
1,2,0,0,35,70,2,TS
2.5,5,0,0,90,180,2,TS
2.5,5,0,0,75.5,151,2,TS
1.5,3,0,0,62,124,2,TS
3,3,0,0,72,72,1,TS
1.5,3,0,0,53,106,2,TS
1.3333333333333333,4,0,0,51,153,3,TS
2.3333333333333335,7,0,0,61.666666666666664,185,3,TS
0,0,0,0,47,94,2,TS
1,2,0,0,50,100,2,TS
2.5,5,1,2,137.5,275,2,SB
0.5,1,0,0,36,72,2,TS
1,3,0,0,76,228,3,SB
0.5,1,0,0,91.5,183,2,SB
1.5,3,0.5,1,121,242,2,SB
1,2,0,0,99,198,2,SB
2,4,0.5,1,111.5,223,2,SB
0.3333333333333333,1,0,0,96,288,3,SB
0.8333333333333334,5,0.16666666666666666,1,112.16666666666667,673,6,SB
1.3333333333333333,8,0.3333333333333333,2,108.33333333333333,650,6,SB
4,8,2,4,137.5,275,2,SB
3,6,0.5,1,90.5,181,2,SB
2,4,0,0,50.5,101,2,TS
2.3333333333333335,7,0.3333333333333333,1,123.66666666666667,371,3,SB
2,6,0.3333333333333333,1,124.33333333333333,373,3,SB
1,2,0,0,105.5,211,2,SB
3.5,7,1.5,3,120.5,241,2,SB
2.3333333333333335,7,1,3,91.66666666666667,275,3,SB
1,2,0,0,111,222,2,SB
2,4,0.5,1,132,264,2,SB
3,9,0,0,103.66666666666667,311,3,SB
0.5,2,0.25,1,79.5,318,4,SB
1,2,0,0,86,172,2,SB
2,4,0,0,43,86,2,TS
0,0,0,0,97.5,195,2,SB
0.75,3,0,0,105.25,421,4,SB
0.5,1,0,0,69.5,139,2,SB
1.5,3,0,0,82.5,165,2,SB
0.5,1,0,0,109,218,2,SB
0.5,1,0,0,72,144,2,SB
1,4,0,0,87.75,351,4,SB
1.1428571428571428,8,0.14285714285714285,1,108.42857142857143,759,7,SB
2,4,1,2,124.5,249,2,SB
3.5,7,1,2,105,210,2,SB
2.5,5,0.5,1,50.5,101,2,TS
1.5,3,0.5,1,96.5,193,2,SB
4.5,9,1,2,110,220,2,SB
4.5,9,1,2,108,216,2,SB
2,4,0,0,113,226,2,SB
0.5,1,0,0,121.5,243,2,SB
0.6666666666666666,2,0,0,105.66666666666667,317,3,SB
5.666666666666667,17,2,6,136,408,3,SB
5,15,1.6666666666666667,5,125.33333333333333,376,3,SB
4.333333333333333,13,1.3333333333333333,4,101.33333333333333,304,3,SB
4.666666666666667,14,1.6666666666666667,5,134.33333333333334,403,3,SB
0,0,0,0,66.33333333333333,199,3,TS
1.5,3,0.5,1,131.5,263,2,SB
1.5,3,0.5,1,94.5,189,2,SB
1.5,3,0.5,1,135.5,271,2,SB
1.5,3,0.5,1,111,222,2,SB
2.1666666666666665,13,1.1666666666666667,7,103.16666666666667,619,6,SB
3.5,7,3,6,95.5,191,2,SB
2.3333333333333335,14,1.1666666666666667,7,87.16666666666667,523,6,SB
3,9,2,6,116.33333333333333,349,3,SB
1.3333333333333333,4,0,0,104.33333333333333,313,3,SB
0,0,1,1,90,90,1,SB
0,0,0,0,83,166,2,TS
2.1666666666666665,13,0.16666666666666666,1,107.16666666666667,643,6,SB
1.5,3,0.5,1,105,210,2,SB
2,4,1.5,3,113,226,2,SB
1.5,3,0,0,81,162,2,SB
3.5,7,1.5,3,86,172,2,SB
1,3,0.3333333333333333,1,86.66666666666667,260,3,SB
0,0,0,0,54,54,1,TS
3,6,0.5,1,79,158,2,TS
3,6,0.5,1,80.5,161,2,TS
3,6,0.5,1,75.5,151,2,TS
0,0,0,0,102,204,2,TS
1.5,3,0,0,88.5,177,2,SB
3,6,2,4,115,230,2,SB
1.5,3,0.5,1,133.5,267,2,SB
1,2,1,2,88.5,177,2,SB
1.0909090909090908,12,0.09090909090909091,1,119.9090909090909,1319,11,SB
1,10,0,0,120.4,1204,10,SB
0.8571428571428571,6,0,0,118.85714285714286,832,7,SB
0.75,6,0,0,114.625,917,8,SB
0.3333333333333333,2,0,0,121.83333333333333,731,6,SB
0,0,0,0,59.333333333333336,178,3,TS
0.75,6,0,0,107.625,861,8,SB
0.8333333333333334,5,0.16666666666666666,1,110.33333333333333,662,6,SB
0.6,3,0,0,120.2,601,5,SB
0.75,3,0,0,105.75,423,4,SB
0.3333333333333333,1,0,0,96.33333333333333,289,3,SB
2,2,0,0,58,58,1,SB
2,6,0.3333333333333333,1,111.66666666666667,335,3,SB
2.75,11,1.25,5,117,468,4,SB
1.6666666666666667,5,0.3333333333333333,1,105,315,3,SB
1.5,3,0,0,96.5,193,2,SB
0.3333333333333333,1,0,0,61.666666666666664,185,3,TS
0.5,1,0,0,38.5,77,2,TS
1,3,0,0,101.66666666666667,305,3,SB
0,0,0.5,1,82,164,2,TS
0,0,0.5,1,108.5,217,2,TS
0.5,1,1.5,3,98,196,2,TS
10,20,5.5,11,116,232,2,SB
9.5,19,5,10,122,244,2,SB
9,18,5.5,11,112,224,2,SB
9.5,19,5,10,76.5,153,2,TS
3.5,14,1.75,7,131,524,4,SB
0,0,0,0,41,82,2,TS
0.75,3,0.25,1,106.75,427,4,TS
2.5,5,0,0,68,136,2,TS
2,4,0,0,49.5,99,2,TS
2,4,0,0,89,178,2,SB
2.5,5,1,2,137.5,275,2,TS
1,2,0.5,1,103,206,2,SB
0,0,0,0,95,190,2,SB
0,0,0,0,113,113,1,SB
0.5,1,0,0,95.5,191,2,TS
2,4,0,0,126,252,2,SB
1,2,0.5,1,66,132,2,TS
1.5,3,0,0,49,98,2,TS
3.5,7,1.5,3,129.5,259,2,SB
1,2,0.5,1,97.5,195,2,SB
1,2,0,0,138,276,2,SB
1.3333333333333333,8,0.5,3,90.66666666666667,544,6,SB
0,0,0,0,57,57,1,TS
0.2857142857142857,2,0,0,105.14285714285714,736,7,SB
0,0,0,0,101.6,508,5,SB
0.3333333333333333,1,0,0,113.33333333333333,340,3,SB
0.09090909090909091,1,0.09090909090909091,1,84.63636363636364,931,11,SB
1,2,0,0,103,206,2,TS
1,2,0,0,127.5,255,2,SB
3,9,0.6666666666666666,2,122.66666666666667,368,3,SB
1,3,0.6666666666666666,2,69.33333333333333,208,3,SB
3,3,1,1,44,44,1,TS
6,12,3.5,7,105,210,2,TS
2,4,0,0,55,110,2,TS
1.5,3,0,0,60.5,121,2,TS
1,1,1,1,78,78,1,TS
2.5,5,0.5,1,89,178,2,SB
0.1111111111111111,1,0.1111111111111111,1,88.66666666666667,798,9,SB
2,4,1,2,140,280,2,TS
3,9,1,3,63.333333333333336,190,3,TS
0.5,1,0,0,53.5,107,2,SB
5.5,11,3,6,118.5,237,2,SB
3.5,7,2,4,86.5,173,2,SB
2,4,0.5,1,89.5,179,2,TS
0.3333333333333333,1,0,0,60.666666666666664,182,3,TS
2,4,0,0,116.5,233,2,SB
3,6,1,2,93,186,2,TS
4.75,19,2.5,10,86,344,4,SB
0.2222222222222222,2,0.1111111111111111,1,88.88888888888889,800,9,SB
2,4,0,0,97,194,2,TS
3,6,1,2,135.5,271,2,TS
0.5,1,0,0,49.5,99,2,TS
3.5,7,2,4,103,206,2,SB
4.5,9,2,4,130.5,261,2,SB
5.5,11,4,8,106.5,213,2,SB
5.5,11,4,8,81.5,163,2,TS
3,12,2.5,10,99,396,4,SB
3.3333333333333335,10,3.3333333333333335,10,106,318,3,SB
3.3333333333333335,10,0,0,109,327,3,SB
0.25,1,0,0,73.5,294,4,SB
0.5,1,0.5,1,90,180,2,TS
1,2,0,0,95,190,2,TS
1,2,0.5,1,69,138,2,TS
1,3,0,0,102,306,3,TS
0.3333333333333333,1,0.3333333333333333,1,85,255,3,TS
1.5,3,0,0,52.5,105,2,TS
0.75,3,0,0,59.25,237,4,TS
1.5,3,0,0,82.5,165,2,TS
0.4,2,0,0,95,475,5,SB
0,0,0,0,88.5,177,2,TS
0.3333333333333333,1,0.3333333333333333,1,83,249,3,SB
0.3333333333333333,1,0,0,77.33333333333333,232,3,TS
0.5,1,0,0,41,82,2,TS
0.5,1,0,0,73.5,147,2,TS
1.5,3,0,0,59.5,119,2,TS
1.3333333333333333,4,0,0,78.66666666666667,236,3,TS
1,2,0,0,70.5,141,2,TS
0.5,1,0,0,83,166,2,TS
0.5,2,0,0,72,288,4,SB
1.5,3,0,0,128,256,2,SB
0.5,1,0,0,33,66,2,TS
0,0,0,0,47.5,95,2,TS
1,2,0,0,35,70,2,TS
0.6,3,0.4,2,105.6,528,5,SB
0,0,0.3333333333333333,1,125,375,3,SB
0,0,0,0,123.66666666666667,371,3,SB
0.75,3,0.25,1,111.25,445,4,SB
1.5,3,0.5,1,84,168,2,SB
0.3333333333333333,1,0,0,113.33333333333333,340,3,SB
0.3333333333333333,1,0.3333333333333333,1,94.33333333333333,283,3,SB
0.5,1,0.5,1,112,224,2,SB
1,3,0.6666666666666666,2,127,381,3,SB
2,6,0.3333333333333333,1,94.66666666666667,284,3,SB
0.5,1,0,0,53.5,107,2,TS
1,2,0,0,51.5,103,2,TS
1.2,6,0,0,111.4,557,5,SB
1.3333333333333333,4,0,0,86.66666666666667,260,3,TS
1.5,3,0,0,109.5,219,2,TS
1,3,0.3333333333333333,1,82,246,3,SB
0.4444444444444444,4,0.5555555555555556,5,115.33333333333333,1038,9,SB
2,4,1,2,127.5,255,2,SB
0,0,0,0,84.5,169,2,TS
0.5,1,0,0,53.5,107,2,TS
0,0,0,0,68,136,2,TS
0.5,1,0,0,102,204,2,SB
1,2,0,0,54,108,2,TS
1,2,0,0,86.5,173,2,TS
0.5,1,0,0,52.5,105,2,TS
1,3,0,0,105.66666666666667,317,3,SB
1.75,7,0,0,127,508,4,SB
1.8,9,0,0,108,540,5,SB
0.6666666666666666,2,0,0,110,330,3,SB
1,3,0,0,136.33333333333334,409,3,SB
0,0,0.6666666666666666,2,74.33333333333333,223,3,SB
0.2,1,0,0,92.2,461,5,SB
0,0,0.6666666666666666,2,86,258,3,SB
0.3333333333333333,1,0.6666666666666666,2,106.66666666666667,320,3,SB
0.5,1,0,0,92,184,2,SB
0.5714285714285714,4,0.42857142857142855,3,103.14285714285714,722,7,SB
0.75,3,0.5,2,101,404,4,SB
1,3,0,0,101.66666666666667,305,3,SB
2,4,0,0,109.5,219,2,SB
0,0,0,0,36,72,2,TS
1,2,0,0,67,134,2,SB
1.5,3,0,0,96,192,2,SB
0,0,0,0,98,294,3,SB
0.3333333333333333,1,0,0,78,234,3,SB
0.5,1,0,0,127,254,2,SB
0.3333333333333333,1,0,0,79.66666666666667,239,3,TS
1,5,0.2,1,108.8,544,5,SB
1.5,3,0.5,1,83,166,2,TS
0.5,1,0,0,139,278,2,SB
1.5,3,0,0,127.5,255,2,SB
0.6666666666666666,2,0,0,106.33333333333333,319,3,SB
2,4,2,4,130,260,2,TS
1.5,3,0.5,1,103,206,2,SB
0,0,0,0,98.33333333333333,295,3,SB
0,0,0,0,81,81,1,SB
2.5,5,1.5,3,72,144,2,TS
2.5,5,1.5,3,68.5,137,2,TS
2.5,5,1.5,3,122,244,2,SB
0.5,1,0,0,112.5,225,2,SB
1.2,6,0.4,2,119.4,597,5,SB
1,4,0.5,2,117,468,4,SB
0,0,0,0,50,50,1,TS
0.6,3,0.2,1,103.8,519,5,SB
0.8,4,0,0,115.2,576,5,SB
0,0,0,0,78.5,157,2,TS
0.5,2,0,0,94.5,378,4,SB
0.5,1,0,0,92,184,2,SB
0,0,0.3333333333333333,1,65.66666666666667,197,3,TS
0,0,0,0,119,238,2,SB
0,0,0,0,71,142,2,TS
1.6,8,0.2,1,132,660,5,SB
1.6,8,0.2,1,132.8,664,5,SB
1.5,6,0.25,1,135.25,541,4,SB
1.5,3,0,0,133,266,2,SB
2.3333333333333335,7,1.3333333333333333,4,135.33333333333334,406,3,SB
1,5,1,5,130.4,652,5,SB
1,2,0,0,107,214,2,SB
1,2,0,0,93,186,2,SB
0.3333333333333333,1,0,0,107.66666666666667,323,3,SB
2.25,9,1.25,5,116.25,465,4,SB
1.6666666666666667,5,1,3,115,345,3,SB
1,2,1,2,73,146,2,SB
1.5,6,0.5,2,87.75,351,4,SB
0.75,3,0.5,2,112.25,449,4,SB
1,3,0.3333333333333333,1,101.66666666666667,305,3,SB
0.5,1,0.5,1,141,282,2,SB
2,4,0.5,1,134,268,2,SB
2.5,5,0,0,98.5,197,2,SB
2.5,5,0,0,66,132,2,TS
3,6,0,0,59,118,2,TS
1,4,0.25,1,88,352,4,SB
1,2,0,0,76.5,153,2,SB
1.75,7,0.25,1,115.25,461,4,SB
0.5,1,0.5,1,119.5,239,2,SB
1,2,0.5,1,136,272,2,SB
0,0,0.3333333333333333,1,105.66666666666667,317,3,SB
0.3333333333333333,1,0.3333333333333333,1,95,285,3,SB
0.5,1,0,0,105.5,211,2,SB
2.5,5,1.5,3,134,268,2,SB
1.5,3,0,0,103,206,2,SB
3.5,7,2,4,113.5,227,2,SB
1,2,0,0,94,188,2,SB
0.8571428571428571,6,0.42857142857142855,3,122.57142857142857,858,7,SB
1.1428571428571428,8,0.5714285714285714,4,123,861,7,SB
1.3333333333333333,8,0.5,3,115.33333333333333,692,6,SB
1.5,3,0,0,132.5,265,2,SB
1,6,0.6666666666666666,4,114,684,6,SB
1.25,5,0.25,1,122.75,491,4,SB
0,0,0,0,48.5,97,2,TS
1.6,8,0.6,3,119.4,597,5,SB
1.6,8,0.2,1,114.4,572,5,SB
1.2,6,0.2,1,102.4,512,5,SB
1.5,6,0.25,1,118.5,474,4,SB
1.3333333333333333,4,0.3333333333333333,1,127.66666666666667,383,3,SB
1.6666666666666667,5,0.6666666666666666,2,142.66666666666666,428,3,SB
1.5,3,0.5,1,132.5,265,2,SB
1.5,3,0,0,64.5,129,2,TS
1,2,0,0,54,108,2,TS
1,2,0,0,61,122,2,TS
0,0,0,0,63,126,2,TS
1.25,5,1,4,113.25,453,4,SB
1,3,0,0,124.66666666666667,374,3,SB
2.5,5,0,0,138,276,2,SB
1.25,5,0,0,120.75,483,4,SB
0.6666666666666666,2,0,0,115.66666666666667,347,3,SB
1,2,0,0,125,250,2,SB
3.25,13,1.75,7,127.5,510,4,SB
5.5,11,2,4,137,274,2,SB
5.5,11,2,4,102,204,2,TS
0.5,1,0,0,47,94,2,TS
1.3333333333333333,4,0,0,105.66666666666667,317,3,TS
0,0,0,0,90.2,451,5,SB
1.5,3,0.5,1,137,274,2,SB
2,6,0.3333333333333333,1,136.66666666666666,410,3,SB
2,4,0,0,140.5,281,2,SB
2,4,0,0,97.5,195,2,TS
0,0,0,0,77,77,1,SB
0,0,0.5,1,81,162,2,TS
0,0,0,0,114,228,2,SB
1.5,3,0,0,97,194,2,TS
1.4,7,0.2,1,80.2,401,5,TS
1.8,9,0.8,4,78.2,391,5,TS
0.1111111111111111,1,0.1111111111111111,1,108.77777777777777,979,9,SB
1.3333333333333333,4,1,3,115.33333333333333,346,3,SB
0.8,4,0,0,117.4,587,5,SB
0.75,3,0,0,116.5,466,4,SB
0.6666666666666666,2,0,0,102,306,3,SB
0.25,1,0.25,1,94.5,378,4,SB
0.4,4,0.3,3,99.9,999,10,SB
0.4,4,0.3,3,102.5,1025,10,SB
0.3,3,0.2,2,98.1,981,10,SB
0.5,4,0.25,2,92,736,8,SB
0.875,7,0.25,2,86.125,689,8,SB
0.1111111111111111,1,0.1111111111111111,1,102.66666666666667,924,9,SB
1,8,0.25,2,83.75,670,8,SB
0.25,1,0.25,1,92.75,371,4,SB
0.16666666666666666,1,0,0,70.83333333333333,425,6,SB
1.5,6,0,0,134.25,537,4,SB
0,0,0,0,123,492,4,SB
4,16,0.5,2,119.75,479,4,SB
3.5,7,2.5,5,130.5,261,2,SB
1.3333333333333333,4,0.3333333333333333,1,96.66666666666667,290,3,SB
0.3333333333333333,1,0.6666666666666666,2,110.33333333333333,331,3,SB
0.5,1,0,0,134.5,269,2,SB
0,0,0,0,87.6,438,5,SB
0,0,0,0,117.5,235,2,SB
0.5,1,0.5,1,140.5,281,2,SB
0,0,0.5,1,92,184,2,SB
2,6,0.3333333333333333,1,135.33333333333334,406,3,SB
2.5,15,0.16666666666666666,1,125.5,753,6,SB
1.8571428571428572,13,0.14285714285714285,1,126.85714285714286,888,7,SB
0,0,0,0,63.5,127,2,TS
0.3333333333333333,2,0.16666666666666666,1,63.666666666666664,382,6,SB
4,20,3.2,16,128.6,643,5,SB
3.5,7,2.5,5,125,250,2,SB
0,0,0,0,101.5,406,4,SB
0.6666666666666666,2,1,3,132.66666666666666,398,3,SB
1.5,3,1,2,103,206,2,SB
0,0,0,0,46.666666666666664,140,3,SB
0.5,1,0,0,97.5,195,2,SB
0,0,0,0,119,238,2,SB
2,4,0.5,1,117,234,2,SB
1.75,7,0.5,2,91.25,365,4,SB
1.25,5,0.5,2,114.25,457,4,SB
0,0,0.2,1,88,440,5,SB
1,3,1.3333333333333333,4,84.66666666666667,254,3,SB
0,0,0,0,83,249,3,SB
0.5,2,0.75,3,79.25,317,4,SB
0.5,2,0.75,3,84.25,337,4,SB
1,3,0,0,131.33333333333334,394,3,SB
2,6,1.3333333333333333,4,117,351,3,TS
0.6666666666666666,2,0.6666666666666666,2,90.66666666666667,272,3,TS
2,4,2,4,115.5,231,2,TS
1.5,3,1,2,83.5,167,2,TS
2,4,1.5,3,100,200,2,SB
2,4,0.5,1,126.5,253,2,TS
1,2,0,0,53,106,2,TS
1.5,3,0.5,1,104,208,2,TS
0,0,0,0,58,116,2,TS
0,0,0,0,54,108,2,TS
0.3333333333333333,1,0,0,130.66666666666666,392,3,SB
5,10,6,12,90.5,181,2,TS
4.5,9,1,2,86,172,2,TS
0.5,1,0,0,116.5,233,2,TS
0.3333333333333333,1,0.3333333333333333,1,125.33333333333333,376,3,TS
1.3333333333333333,4,0,0,57.333333333333336,172,3,TS
0.2857142857142857,2,0,0,101.71428571428571,712,7,SB
0,0,0,0,51,102,2,TS
1,2,0.5,1,98,196,2,SB
0.5,1,0,0,40.5,81,2,TS
0,0,0.3333333333333333,1,71,213,3,SB
0.5,1,0,0,81.5,163,2,SB
2,4,0,0,123,246,2,SB
3.6666666666666665,11,0.3333333333333333,1,117,351,3,SB
5.5,11,0,0,98,196,2,SB
0,0,0,0,139,278,2,SB
2,6,0,0,126.33333333333333,379,3,SB
1,2,0,0,66,132,2,TS
2.5,5,0,0,113,226,2,SB
0,0,0,0,124.2,621,5,SB
3,6,0,0,117.5,235,2,SB
0,0,0,0,111,333,3,SB
3,6,0.5,1,118.5,237,2,TS
3,6,0.5,1,138,276,2,SB
0.375,3,0,0,95.5,764,8,SB
0.625,5,0,0,109.25,874,8,SB
0.42857142857142855,3,0.14285714285714285,1,101.71428571428571,712,7,SB
0.8333333333333334,5,0.16666666666666666,1,102.5,615,6,SB
0.8333333333333334,5,0,0,97.33333333333333,584,6,SB
3.8,19,0.6,3,96,480,5,SB
0.4,2,0.2,1,111.6,558,5,SB
4,16,0.75,3,93.5,374,4,SB
5.5,11,1,2,109,218,2,SB
2.5,5,0,0,111,222,2,SB
0,0,0,0,54.333333333333336,163,3,TS
0.6666666666666666,2,0.3333333333333333,1,124,372,3,SB
2,4,0,0,114.5,229,2,TS
3,6,0.5,1,103,206,2,TS
1.5,3,0,0,115,230,2,SB
0.7142857142857143,5,0.2857142857142857,2,102.42857142857143,717,7,SB
0.3333333333333333,2,0,0,103.5,621,6,SB
0.3333333333333333,1,0,0,110,330,3,TS
0,0,0,0,38,38,1,TS
0,0,0,0,120.25,481,4,SB
2.5,5,0,0,128,256,2,SB
3,6,1,2,124.5,249,2,SB
2.6,13,0.4,2,130.8,654,5,SB
2.2,11,0.4,2,131.2,656,5,SB
3,12,0.75,3,132.5,530,4,SB
2,4,0,0,48.5,97,2,TS
2,4,0,0,49.5,99,2,TS
1,3,0.3333333333333333,1,108.33333333333333,325,3,SB
2.1666666666666665,13,0.16666666666666666,1,121.5,729,6,SB
1.5,6,0.25,1,119,476,4,SB
0,0,0,0,135.66666666666666,407,3,SB
2.8,14,0.2,1,126.8,634,5,SB
1.5,9,0.3333333333333333,2,92.66666666666667,556,6,SB
2,8,0,0,103,412,4,SB
1.3333333333333333,4,0,0,123,369,3,SB
2,8,0.25,1,117.5,470,4,SB
2,6,0.6666666666666666,2,123,369,3,SB
0.6666666666666666,2,0,0,108.66666666666667,326,3,SB
1.5,3,0,0,38.5,77,2,TS
1.6666666666666667,5,0.6666666666666666,2,106.33333333333333,319,3,SB
0.3333333333333333,1,0,0,105,315,3,SB
0.25,1,0.5,2,123,492,4,SB
0.75,6,0.375,3,121.125,969,8,SB
0.5,2,0.25,1,93.75,375,4,SB
1,2,0,0,61,122,2,SB
0,0,0,0,87.25,349,4,SB
1,3,0,0,89.33333333333333,268,3,SB
2,8,0.25,1,87.75,351,4,SB
2,6,0.3333333333333333,1,126.66666666666667,380,3,SB
1.6666666666666667,5,0.3333333333333333,1,128.33333333333334,385,3,SB
1.6666666666666667,5,0.3333333333333333,1,128,384,3,SB
2,4,0.5,1,119,238,2,SB
0.25,1,0.5,2,128,512,4,SB
0.6666666666666666,2,0.3333333333333333,1,117,351,3,SB
1,2,0,0,80.5,161,2,SB
0,0,0,0,92,368,4,SB
0.5,1,0,0,135,270,2,SB
0,0,0.5,1,127,254,2,SB
2,4,2.5,5,62.5,125,2,SB
0.5714285714285714,4,0.14285714285714285,1,86.14285714285714,603,7,SB
0.6666666666666666,2,0,0,114.33333333333333,343,3,SB
1.8,9,0.2,1,117.2,586,5,SB
1.8,9,0.2,1,111.6,558,5,SB
1,2,1.5,3,107.5,215,2,TS
1.25,5,0,0,121,484,4,SB
1.6,8,0.4,2,121.4,607,5,SB
1.75,7,0,0,116.25,465,4,SB
1.5,6,0,0,112.25,449,4,SB
1.6666666666666667,5,0.3333333333333333,1,104.66666666666667,314,3,SB
0.5,1,0,0,96,192,2,SB
1,2,0,0,76,152,2,SB
1,2,0.5,1,92.5,185,2,SB
0.5,1,0,0,95,190,2,SB
0.25,1,0.25,1,129.25,517,4,SB
2,4,3.5,7,125,250,2,TS
0.25,1,0.25,1,125.5,502,4,SB
1.5,3,0,0,62.5,125,2,TS
0.5,1,0,0,115.5,231,2,SB
1.6666666666666667,5,0.6666666666666666,2,77.33333333333333,232,3,SB
0,0,0,0,68,136,2,TS
1.3333333333333333,4,0.6666666666666666,2,115,345,3,SB
0.75,3,0.25,1,104.75,419,4,SB
1,2,0.5,1,109,218,2,SB
0.5,1,0.5,1,106.5,213,2,SB
1,2,0.5,1,132,264,2,SB
0,0,0,0,79.5,159,2,SB
1,3,0,0,62.333333333333336,187,3,TS
1,3,0.3333333333333333,1,108.66666666666667,326,3,SB
1.5,3,0.5,1,85,170,2,SB
2,6,0.3333333333333333,1,107,321,3,SB
1.5,3,0,0,106.5,213,2,SB
2.6666666666666665,8,0.3333333333333333,1,97.33333333333333,292,3,SB
4,8,0,0,101,202,2,SB
1,3,0.3333333333333333,1,71.33333333333333,214,3,TS
0.5,1,0,0,45,90,2,TS
2,4,0,0,138.5,277,2,TS
0.5,2,0,0,71,284,4,SB
2,6,0,0,90,270,3,SB
2,4,0,0,105.5,211,2,SB
0.75,3,0.5,2,80.5,322,4,TS
0.6666666666666666,2,0.6666666666666666,2,72,216,3,TS
0.6666666666666666,2,0.6666666666666666,2,75.33333333333333,226,3,TS
0.5,1,0,0,98.5,197,2,TS
0.5,1,0,0,63.5,127,2,TS
0.5,1,0,0,59,118,2,TS
1.5,3,1.5,3,99.5,199,2,TS
0,0,0,0,79.5,159,2,TS
0,0,0,0,86.5,173,2,TS
0,0,0,0,45.333333333333336,136,3,TS
0,0,0,0,63,126,2,TS
0,0,0,0,42.666666666666664,128,3,TS
0,0,0,0,43.5,87,2,TS
0,0,0,0,46,92,2,TS
0,0,0,0,58,116,2,TS
0.5,1,0,0,41.5,83,2,TS
0,0,0,0,35.5,71,2,TS
2,4,0,0,92,184,2,TS
0.5,1,0,0,61.5,123,2,TS
0.5,1,0,0,71,142,2,TS
0,0,0,0,61,122,2,TS
0,0,0,0,43,86,2,TS
1,3,0,0,50.666666666666664,152,3,TS
1.5,3,0,0,57,114,2,TS
1.5,3,0,0,80,160,2,TS
1,2,0,0,91.5,183,2,TS
1.5,3,0,0,88.5,177,2,TS
0,0,0,0,82.5,165,2,TS
0,0,0,0,34,34,1,TS
1.25,5,0.5,2,117.75,471,4,SB
0,0,0,0,39.5,79,2,TS
5,15,0.6666666666666666,2,71,213,3,TS
0.6666666666666666,2,0,0,89.33333333333333,268,3,TS
0,0,0.5,1,44,88,2,TS
0,0,0.5,1,44,88,2,TS
0,0,0.5,1,37.5,75,2,TS
0.5,1,0,0,67.5,135,2,TS
0.5,1,0,0,60,120,2,TS
2.5,5,0.5,1,76,152,2,TS
0.5,1,0,0,45,90,2,TS
1,4,0.5,2,115.5,462,4,SB
0.5,1,0,0,46,92,2,TS
0,0,0,0,76,152,2,TS
0,0,0,0,82.5,165,2,TS
0.6,3,1.2,6,95,475,5,SB
0.6666666666666666,2,2,6,129,387,3,SB
0,0,0,0,36,36,1,TS
1,2,0,0,74.5,149,2,SB
