student_ID,course_ID,gender,enrollment_reason,enrollment_status,final_grade,time_spent
90097,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,76.97031963,1145.5167
90098,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,86.60045662,1692.6164
90274,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,94.30365297,1517.5835
90370,FrScA-S116-03,F,Other,Approved/Enrolled,63.85159817,3890
90372,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,62.73287671,1378.984
90589,FrScA-S116-03,F,Learning Preference of the Student,Dropped,NA,123.1833
90855,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,67.956621,1103.0832
90878,FrScA-S116-03,M,Scheduling Conflict,Approved/Enrolled,88.52054795,1178.0834
92604,FrScA-S116-03,F,Course Unavailable at Local School,Approved/Enrolled,7.2031963470000004,811.4334
88075,FrScA-S116-04,F,Learning Preference of the Student,Approved/Enrolled,83.17123288,4323.8332
90996,FrScA-S116-04,M,Course Unavailable at Local School,Dropped,NA,58.1833
91176,FrScA-S116-04,F,Course Unavailable at Local School,Approved/Enrolled,96.1803653,3868.5332
91326,FrScA-S116-04,F,Other,Approved/Enrolled,65.35388128,792.6166
91477,FrScA-S116-04,M,Other,Approved/Enrolled,90.2283105,1192.1837
47448,FrScA-S216-01,F,Other,Approved/Enrolled,88.48758465,860.4335
53475,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,81.03837472,1867.4169
55078,FrScA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,97.74266366,2130.7497
57188,FrScA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,76.9751693,2193.0833
65116,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,93.22799097,1918.6166
66689,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,98.64559819,1137.8334
67463,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,91.4221219,1359.033
68795,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,83.06997743,3022.5333
69182,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,91.19638826,444.4832
69397,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,94.69525959,1087.6003
71110,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,88.71331828,2006.4003
71415,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,14.4469526,408.4
77190,FrScA-S216-01,F,Other,Approved/Enrolled,92.43792325,763.1498
78000,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,91.4221219,1366.5835
85123,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,81.71557562,1341.7002
85258,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,89.05191874,2285.7836
85287,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,93.67945824,156.5829
85583,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,83.06997743,3382.9006
85642,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,83.74717833,1627.3499
85644,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,84.98871332,890.4333
85659,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,67.72009029,816.7002
85796,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,91.19638826,1024.7833
86229,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,84.65011287,1210.0499
86251,FrScA-S216-01,F,Other,Approved/Enrolled,72.91196388,1374.95
86349,FrScA-S216-01,F,Scheduling Conflict,Approved/Enrolled,87.81038375,847.9663
86490,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,93.67945824,1101.2833
86515,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,87.13318284,846.0835
86836,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,89.84198646,1422.7335
87020,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,73.25056433,1788.9003
87861,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,95.48532731,3303.3832
88596,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,91.87358916,1395.8998
88845,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,90.97065463,1075.6163
88854,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,69.63882619,885.9167
89333,FrScA-S216-01,F,Other,Approved/Enrolled,90.51918736,945.417
89345,FrScA-S216-01,M,Course Unavailable at Local School,Dropped,NA,48.4333
89374,FrScA-S216-01,F,Scheduling Conflict,Approved/Enrolled,82.39277652,2517.95
89465,FrScA-S216-01,M,Course Unavailable at Local School,Dropped,NA,24.65
90029,FrScA-S216-01,F,Other,Approved/Enrolled,68.62302483,766.5663
90277,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,91.4221219,1097.8003
90394,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,45.59819413,871.2833
90622,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,89.61625282,1077.1836
90636,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,52.37020316,849.6835
90989,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,88.48758465,1821.6838
91212,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,81.6027088,906.8832
92124,FrScA-S216-01,M,Other,Approved/Enrolled,75.16930023,918.1832
94070,FrScA-S216-01,M,Other,Approved/Enrolled,93.67945824,2469.4006
94135,FrScA-S216-01,F,Other,Approved/Enrolled,85.89164786,706.2332
94156,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,95.03386005,2598.5669
94172,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,90.97065463,1835.5833
94257,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,90.29345372,1175.833
94288,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,91.87358916,3058.6498
94292,FrScA-S216-01,M,Other,Approved/Enrolled,89.05191874,3135.3167
94331,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,21.89616253,524.7165
94332,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,75.84650113,1272.7337
94356,FrScA-S216-01,F,Scheduling Conflict,Dropped,NA,160.4166
94370,FrScA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,94.13092551,940.3001
94376,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,93.67945824,1434.3999
94400,FrScA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,85.10158014,2111.7837
94402,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,92.0993228,177.7168
94404,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,83.18284424,1665.1169
94419,FrScA-S216-01,M,Other,Approved/Enrolled,83.74717833,1095.1999
94586,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,75.16930023,791.0503
94661,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,73.13769752,1705.1165
94756,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,68.84875847,1122.5334
94824,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,96.38826185,2414.5498
94869,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,40.97065463,955.3
95005,FrScA-S216-01,F,Other,Approved/Enrolled,95.03386005,2182.8836
95045,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,76.74943567,2977.4502
95165,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,92.0993228,1113.2168
95360,FrScA-S216-01,F,Other,Approved/Enrolled,91.87358916,1613.3166
95449,FrScA-S216-01,F,Other,Approved/Enrolled,42.0993228,1232.8665
95485,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,36.79458239,193.0498
95621,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,95.48532731,1903.0337
95632,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,61.8510158,948.1999
95633,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,66.93002257,981.7835
95684,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,0.902934537,88.5167
95726,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,94.58239278,1823.8667
95743,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,95.93679458,3122.9167
95896,FrScA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,75.50790068,1133.2169
95989,FrScA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,85.44018059,873.6171
95991,FrScA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,82.39277652,870.3836
43146,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,93.4537246,1555.1667
77067,FrScA-S216-02,F,Course Unavailable at Local School,Dropped,NA,40.4334
77141,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,82.27990971,3020.7167
77980,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,93.00225734,3031.3165
87988,FrScA-S216-02,F,Course Unavailable at Local School,Dropped,NA,7.8831
88048,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,93.00225734,2269.133
89994,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,90.74492099,2310.3333
91410,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,61.173814900000004,857.6167
91550,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,69.97742664,1722.1833
91607,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,70.54176072,608.0833
91943,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,91.64785553,3429.0336
95476,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,68.17155756,1038.0003
95919,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,94.63882619,1636.5333
95923,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,89.61625282,1276.7667
95925,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,90.74492099,2111.8333
96082,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,52.59593679,1250.7833
96134,FrScA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,89.72911964,2047.7501
96142,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,90.85778781,1548.7666
96189,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,88.48758465,1268.1002
96280,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,81.03837472,914.8667
96414,FrScA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,61.62528217,310.9335
96433,FrScA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,93.4537246,2427.9167
96769,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,59.59367946,510.8667
96841,FrScA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,92.55079007,1670.95
97441,FrScA-S216-02,M,Credit Recovery,Approved/Enrolled,23.13769752,208.6664
51943,FrScA-S216-03,M,Learning Preference of the Student,Withdrawn,NA,3.4501
85348,FrScA-S216-03,F,Course Unavailable at Local School,Approved/Enrolled,76.29464286,608.2501
94369,FrScA-S216-03,F,Course Unavailable at Local School,Approved/Enrolled,66.03794643,1753.5833
69544,FrScA-S216-04,F,Course Unavailable at Local School,Approved/Enrolled,93.17155756,2673.3831
85867,FrScA-S216-04,F,Course Unavailable at Local School,Approved/Enrolled,86.20767494,1283.4669
86002,FrScA-S216-04,F,Other,Approved/Enrolled,91.50564334,501.1839
88311,FrScA-S216-04,M,Course Unavailable at Local School,Approved/Enrolled,92.60722348,1660.9829
96048,FrScA-S216-04,M,Learning Preference of the Student,Approved/Enrolled,70.85327314,1665.1665
64930,FrScA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,83.23287671,3424.5662
72287,FrScA-T116-01,F,Learning Preference of the Student,Approved/Enrolled,90.86757991,3946.5666
87693,FrScA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,89.76484018,2479.8167
87866,FrScA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,94.50456621,1988.8836
44638,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,81.70184255,1382.7001
54066,OcnA-S116-01,F,Other,Approved/Enrolled,93.90452261,2625.5164
54346,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,51.0921273,1191.3836
57981,OcnA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,66.69011725,3343.3333
58178,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,92.68174204,3502.0004
66740,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,99.32998325,965.2994
67920,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,90.70351759,4094.9995
76891,OcnA-S116-01,F,Other,Approved/Enrolled,88.91624791,2334.5502
85355,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,17.22278057,594.6165
85644,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,79.09715243,1632.4
86349,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,90.86767169,1601.1335
86460,OcnA-S116-01,F,Other,Approved/Enrolled,88.72026801,1891.1999
86758,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,94.61474037,3742.8836
86836,OcnA-S116-01,F,Course Unavailable at Local School,Dropped,NA,46.6833
86943,OcnA-S116-01,M,Scheduling Conflict,Approved/Enrolled,73.07872697,1377.5666
87970,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,86.69514238,3123.3502
88440,OcnA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,81.06532663,2600.1334
88854,OcnA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,76.5879397,762.5997
89114,OcnA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,95.00837521,1092.3662
89435,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,93.83249581,6348.4492
89487,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,81.89782245,2151.1498
90562,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,77.5561139,1389.3161
90861,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,89.12897822,2454.3332
90928,OcnA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,74.90954774,3900.2504
91635,OcnA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,73.48743719,3797.3334
91818,OcnA-S116-01,M,Other,Approved/Enrolled,96.46231156,1651.5005
54282,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,93.40033501,2025.1672
54342,OcnA-S116-02,F,Learning Preference of the Student,Approved/Enrolled,64.78224456,1581.0831
68476,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,94.57956449,969.4666
85410,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,93.9279732,6771.9673
85482,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,79.49916248,1822.5494
85487,OcnA-S116-02,F,Course Unavailable at Local School,Dropped,NA,0.5833
86133,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,79.11222781,1581.7665
86689,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,60.40201005,2457.1828
87001,OcnA-S116-02,M,Course Unavailable at Local School,Approved/Enrolled,68.25795645,1202.6335
87122,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,8.040201005,546.4335
87209,OcnA-S116-02,F,Learning Preference of the Student,Approved/Enrolled,80.83752094,3755.1506
88166,OcnA-S116-02,F,Scheduling Conflict,Approved/Enrolled,84.92127303,2137.7164
88168,OcnA-S116-02,F,Scheduling Conflict,Approved/Enrolled,95.96314908,2885.7832
90090,OcnA-S116-02,F,Other,Approved/Enrolled,96.29815745,1430.217
92021,OcnA-S116-02,F,Course Unavailable at Local School,Approved/Enrolled,86.76716918,758.3668
88307,OcnA-S116-03,M,Course Unavailable at Local School,Approved/Enrolled,54.5352381,1811.9338
47979,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,81.85259631,1598.6166
62175,OcnA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,73.77386935,1403.6834
68022,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,90.95979899,39.7504
76443,OcnA-S216-01,F,Course Unavailable at Local School,Withdrawn,NA,100.3334
80822,OcnA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,90.94639866,4538.4835
84932,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,88.30318258,2573.4502
86240,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,71.80904523,1800.2174
86296,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,73.1038526,403.8
86340,OcnA-S216-01,F,Course Unavailable at Local School,Dropped,NA,111.5834
86455,OcnA-S216-01,F,Other,Approved/Enrolled,92.03517588,2337.4167
86527,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,82.71524288,2211.5331
87670,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,76.20435511,1995.5832
87825,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,93.47738693,330.7998
88474,OcnA-S216-01,F,Other,Approved/Enrolled,56.9681742,4112.7673
88504,OcnA-S216-01,F,Course Unavailable at Local School,Dropped,NA,68.6333
88849,OcnA-S216-01,M,Scheduling Conflict,Approved/Enrolled,90.76884422,4799.483
90996,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,1.800670017,44.7332
94319,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,56.99497487,1588.55
94323,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,93.96984925,4214.7332
94590,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,75.99497487,1428.0167
94630,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,3.433835846,245.2834
94654,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,81.50753769,3140.7669
94717,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,66.73366834,821.9161
94744,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,96.79731993,8870.8833
94956,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,55.77554439,1242.6
95091,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,61.04187605,3475.8
95504,OcnA-S216-01,F,Other,Approved/Enrolled,42.41541039,451.8001
95533,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,22.97319933,1591.2504
95725,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,68.44053601,1886.3334
95738,OcnA-S216-01,F,Course Unavailable at Local School,Dropped,NA,163.6832
95770,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,91.968174200000007,3003.6162
96121,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,81.28643216,1320.5499
96345,OcnA-S216-01,F,Scheduling Conflict,Approved/Enrolled,63.14572864,1540.1833
96373,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,80.27303183,2449.6827
96374,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,77.15242881,2626.9001
96412,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,72.41373534,943.0669
96671,OcnA-S216-01,M,Course Unavailable at Local School,Approved/Enrolled,32.7001675,1734.6833
96689,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,82.668341710000007,1858.3502
96756,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,91.13902848,3967.3171
96856,OcnA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,13.02847571,529.2335
97006,OcnA-S216-01,F,Scheduling Conflict,Approved/Enrolled,68.15075377,2399.5166
97272,OcnA-S216-01,F,Other,Approved/Enrolled,84.23953247,1638.45
54567,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,65.84254606,1180.2664
78002,OcnA-S216-02,F,Other,Approved/Enrolled,63.98324958,1290.4502
78241,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,57.24958124,26.9168
86697,OcnA-S216-02,F,Other,Approved/Enrolled,90.07705193,1133.4667
88642,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,83.58458961,1980.6001
88803,OcnA-S216-02,M,Credit Recovery,Approved/Enrolled,65.03685092,2015.5833
88864,OcnA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,69.8040201,2231.3667
91163,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,97.37018425,6243.9003
91252,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,70.21775544,1479.8998
94240,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,87.09380235,2276.3169
94327,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,15.90954774,580.3167
94556,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,83.24288107,2287.2334
94577,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,84.79564489,1697.5829
94876,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,2.931323283,57.6666
95368,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,92.28978224,3368.0167
95375,OcnA-S216-02,F,Learning Preference of the Student,Approved/Enrolled,93.43048576,224.7166
95624,OcnA-S216-02,F,Course Unavailable at Local School,Approved/Enrolled,87.12730318,2111.0837
95868,OcnA-S216-02,F,Other,Approved/Enrolled,39.41038526,1929.4
95921,OcnA-S216-02,M,Course Unavailable at Local School,Approved/Enrolled,80.97822446,960.2998
79893,OcnA-T116-01,F,Learning Preference of the Student,Approved/Enrolled,94.46566164,1856.6669
84645,OcnA-T116-01,F,Scheduling Conflict,Approved/Enrolled,22.680067,48.0332
84684,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,90.80569514,3095.2494
84685,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,82.0318258,3073.6162
87955,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,83.44723618,2420.5994
88282,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,92.12060302,2373.7169
88340,OcnA-T116-01,F,Course Unavailable at Local School,Approved/Enrolled,68.93802345,444.5
88703,OcnA-T116-01,F,Learning Preference of the Student,Approved/Enrolled,35.74539363,1233.3832
48797,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,84,1481.8
52446,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,97.77777778,1390.2167
54434,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,93.0625,1231.8666
55140,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,73.78472222,2083.3167
57489,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,94.79166667,1863.5169
62576,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,94.44444444,793.95
62752,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,93.77777778,898.2998
62754,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,96.34027778,674.3167
74551,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,71.67083333,1014.5665
76133,PhysA-S116-01,F,Other,Approved/Enrolled,93.61805556,1276.5167
76426,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,95.41666667,850.7329
79128,PhysA-S116-01,M,Other,Approved/Enrolled,96.40972222,1910.2338
79352,PhysA-S116-01,M,Other,Approved/Enrolled,95.48611111,1062.8665
79596,PhysA-S116-01,F,Other,Approved/Enrolled,90.97222222,1546.4166
85390,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,3.055555556,0.7
85522,PhysA-S116-01,F,Other,Approved/Enrolled,98.05555556,968.3333
85953,PhysA-S116-01,M,Other,Approved/Enrolled,95.13888889,3255.3003
85962,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,85.93055556,1349.9664
86353,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,85.73611111,328.5168
87171,PhysA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,97.5,768.6994
88091,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,97.72222222,262.5502
88296,PhysA-S116-01,M,Scheduling Conflict,Approved/Enrolled,58.53472222,1190.5998
88381,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,96.80555556,1120.367
88481,PhysA-S116-01,F,Scheduling Conflict,Approved/Enrolled,26.80555556,642.0504
89295,PhysA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,68.05555556,532.7998
89395,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,76.875,2432.7831
89425,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,92.375,2173.1333
89490,PhysA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,71.59722222,2046.9998
90326,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,77.43055556,509.5167
90333,PhysA-S116-01,M,Other,Approved/Enrolled,70.73611111,231.7502
91030,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,92.70833333,1302.8501
91038,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,76.13888889,1639.4498
91575,PhysA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,95.13888889,2219.916
91633,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,81.52777778,1510.7002
91821,PhysA-S116-01,M,Other,Approved/Enrolled,93.95833333,377.7002
92511,PhysA-S116-01,M,Learning Preference of the Student,Approved/Enrolled,67.49305556,125.0666
92724,PhysA-S116-01,M,Other,Approved/Enrolled,93.88888889,2700.6668
92725,PhysA-S116-01,M,Other,Approved/Enrolled,96.59722222,2058.4167
92726,PhysA-S116-01,M,Other,Approved/Enrolled,98.19444444,1901.9166
92727,PhysA-S116-01,M,Other,Approved/Enrolled,98.05555556,898
92729,PhysA-S116-01,M,Other,Approved/Enrolled,94.23611111,1691.5998
92732,PhysA-S116-01,M,Other,Approved/Enrolled,92.91666667,2199.3
92733,PhysA-S116-01,F,Other,Approved/Enrolled,94.16666667,1020.5828
92740,PhysA-S116-01,M,Other,Approved/Enrolled,98.61111111,1272.7001
92741,PhysA-S116-01,F,Other,Approved/Enrolled,98.19444444,5373.3502
92743,PhysA-S116-01,M,Other,Approved/Enrolled,92.84722222,1711.0164
67102,PhysA-S216-01,M,Scheduling Conflict,Approved/Enrolled,89.86111111,719.2833
70187,PhysA-S216-01,F,Scheduling Conflict,Approved/Enrolled,78.125,719.1165
78153,PhysA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,99.02777778,1769.8667
94189,PhysA-S216-01,F,Learning Preference of the Student,Approved/Enrolled,90.44444444,2321.7998
94251,PhysA-S216-01,F,Scheduling Conflict,Approved/Enrolled,96.94444444,4552.0833
94970,PhysA-S216-01,F,Scheduling Conflict,Approved/Enrolled,95.41666667,2415.2493
95266,PhysA-S216-01,F,Course Unavailable at Local School,Approved/Enrolled,90.55555556,609.7999
95283,PhysA-S216-01,F,Other,Dropped,NA,47
95578,PhysA-S216-01,F,Other,Approved/Enrolled,90.55555556,2201.5503
96027,PhysA-S216-01,M,Other,Approved/Enrolled,74.47916667,2363.2667
96090,PhysA-S216-01,M,Learning Preference of the Student,Approved/Enrolled,11.02777778,112.5167
96472,PhysA-S216-01,M,Other,Approved/Enrolled,62.20833333,377.3498
