mean_favorite_count,mean_retweet_count,mean_status_count,mean_followers_count,mean_friends_count,sum_display_text_width,n,code
2.5,2.5,5024.5,1103.5,1175.5,264,2,SB
1,0.3333333333333333,15967.333333333334,3819.6666666666665,3482,407,3,SB
1,0,18703,6479,4732.5,187,2,TS
1,0,2235.5,687,748,225,2,SB
1,0.5,6129,1733.5,1474.5,275,2,SB
0,0,17228,4677.5,4516,70,2,TS
1,0,32716,3145.5,631,263,2,SB
4,2.5,3823,2958,468,235,2,SB
0,0,31704.5,2705.5,412,145,2,SB
3.5,1.25,12838.75,5243.75,3169.25,462,4,SB
1,0,39370,3592,3749,67,1,SB
1,0.5,22129,2398.5,2446,129,2,TS
1.625,0.25,6412.5,1103.75,1368.75,847,8,SB
1.2,0.4,9901.2,1618.4,2061,589,5,SB
1,0.2857142857142857,5955,913.1428571428571,1019.4285714285714,653,7,SB
1.5,0.75,7718.5,865.5,723,434,4,SB
0,0,35215,3102.5,1061,74,2,TS
1,0,33572,3115,860.5,91,2,TS
1,0,21700,2290.5,2403.5,93,2,TS
0,0,15833,4238,3367,127,1,SB
1.5,0,36364.5,3839.5,2238.5,376,4,SB
3,0.25,29514.5,4186.75,2184,371,4,SB
1.5,1.5,21928.75,2769.25,1851.25,452,4,SB
2.3333333333333335,2.6666666666666665,10598,9081.333333333334,7037,381,3,SB
1,0.8333333333333334,38511.333333333336,3318.5,1199,572,6,SB
1.4,1,26080,2330.8,699.6,551,5,SB
1.5,1.25,16658.75,1593.5,885,395,4,SB
0,0,28749.333333333332,5329,3908.3333333333335,227,3,TS
1.1666666666666667,0.25,26373.416666666668,2339.75,872.6666666666666,1354,12,SB
0.6666666666666666,0.16666666666666666,18455.25,4589.666666666667,1079.8333333333333,1245,12,SB
1.0714285714285714,0.21428571428571427,32998.357142857145,2859.5714285714284,846.2857142857143,1647,14,SB
1.0769230769230769,0.3076923076923077,17216.53846153846,4304.153846153846,1061.1538461538462,1439,13,SB
2,0.42857142857142855,25268.571428571428,2424,1073.4285714285713,764,7,SB
2.4285714285714284,0.14285714285714285,32864.857142857145,2827.4285714285716,832.4285714285714,752,7,SB
1.3333333333333333,0,17456.666666666668,1611.5,826.1666666666666,595,6,SB
0.8333333333333334,0.16666666666666666,18170.666666666668,2871.8333333333335,930.8333333333334,691,6,SB
0.8,0.2,14744.2,2845.8,934,587,5,SB
1,0.2,14744.2,2845.8,934,573,5,SB
1.5,0.5,40443.5,7830,6395.5,59,2,TS
0.7142857142857143,0.14285714285714285,16092.857142857143,4471.142857142857,1012.4285714285714,715,7,SB
1.75,0.625,22783.125,4195.75,1146.75,902,8,SB
0.6666666666666666,0.16666666666666666,18085,2879.6666666666665,982.6666666666666,719,6,SB
0.5,0,17495.75,1572.25,873,456,4,SB
1,0.16666666666666666,13090.5,4723,967.6666666666666,623,6,SB
1.4,0.4,15602,3783.2,857.6,579,5,SB
0.5,0,17349,1515.5,741.5,596,6,SB
2,1.5,37663.5,3714,430.5,215,2,SB
3.5,1.5,4278,1521,2103.5,127,2,SB
4.5,2,7440,3581.5,3011,227,2,SB
1,0,18443.5,6433.5,5005.5,49,2,TS
4,3.5,19517.5,15488,2052,208,2,SB
0.5,1,7454,2739,1823,96,2,SB
1.8,0.4,9109.2,1140.8,1093.8,640,5,SB
0.6666666666666666,0,4604.666666666667,1533.6666666666667,1823,340,3,SB
1.6666666666666667,0,2625.3333333333335,956.6666666666666,417.3333333333333,331,3,SB
1.5,0,1523,530.5,417.5,267,2,SB
2,1,3664,1240.5,495.5,262,2,SB
6.5,2,14839,1485,1231,176,2,SB
8,2.5,12548,4157,3354.5,274,2,SB
0,0,2638.5,738,672.5,201,2,SB
0.5,0,33767,3547.5,1595,151,2,TS
0.5,0,36430.5,4858.5,1550.5,50,2,TS
1,0,15633.5,4609,4799,121,2,TS
1.5,0.5,57636,3394,778.5,101,2,TS
0,0,39649,4969,4233.5,94,2,TS
1.3333333333333333,0,1119,360,413,365,3,SB
1,0.5,7835,3029.5,2040,278,2,SB
1.5,0.5,6937,2651.5,2231.5,274,2,SB
0.25,0,32578.5,2839.5,682.5,442,4,TS
0.5,0.5,1479.5,351.5,374.5,154,2,TS
1.5714285714285714,0.14285714285714285,15536.142857142857,4361,2615.1428571428573,897,7,SB
1.6,0.2,16650.4,4518.6,2482.8,612,5,SB
0.5,0,18038.5,4896,4459.5,89,2,TS
1.75,0.25,16922.75,4269,2218,551,4,SB
0,0,18328,5044,2516,224,2,SB
0.4,0.4,34021,4012.8,946.4,629,5,SB
0,0,15517.5,3494,1920,285,2,SB
5.5,2.5,11982,3968.5,3291,277,2,SB
1,0,18119.5,1831,830,194,2,SB
3,1,39337.5,5379,2102.5,201,2,SB
2,0.5,16531.5,4987,4607.5,265,2,SB
2.3333333333333335,0.6666666666666666,31727.333333333332,13882.666666666666,3686.3333333333335,238,3,TS
3.5,1,22149,15804,3286,176,2,TS
0.5,0,9438.5,1909,1848,67,2,TS
3,0.5,4249,1520.5,2090.5,144,2,SB
1.6666666666666667,0.6666666666666666,27904.666666666668,49768.333333333336,6325.333333333333,351,3,TS
4,2.5,3766,706.5,845.5,216,2,SB
0.5,0,32476,2823.5,498,139,2,SB
4.5,1.5,13533.5,5013.5,3848,232,2,SB
0,0.5,45927.5,6934,4140,127,2,SB
0,0,42679.5,5240.5,2974.5,141,2,TS
1.5,1.5,31665,2845,447.5,197,2,SB
3.5,2.5,18703,6479,4732.5,259,2,SB
1,1.5,1767,577.5,549.5,220,2,SB
0,0,14289,4549,4211.5,92,2,TS
1,1,5996.5,4447,455.5,248,2,SB
0.5,1,5996.5,4447,455.5,239,2,SB
2.5,0.5,9869.5,2189,1376,452,4,SB
4,1,7363.666666666667,1752,1196.3333333333333,336,3,SB
1.5,0,27050.75,2451,1650.25,311,4,SB
1,0,30601,2770.6666666666665,1971.1666666666667,446,6,SB
1.1666666666666667,0,33817.666666666664,3917.5,2877.3333333333335,448,6,SB
1,0,27484,2597.5,1787,351,4,SB
1.1666666666666667,0,36738.5,3276,2515,390,6,SB
2,1.3333333333333333,24724.333333333332,3798.6666666666665,1024,255,3,SB
0.5,0,32276,2974,756.5,97,2,TS
0,0,47791,3561,987,113,1,SB
1,0.5,20498.5,4558.5,5112.5,387,4,TS
36,52,4928,28016,2823,109,1,TS
2,1,35215,3102.5,1061,168,2,SB
0.5,0,38895.5,73861,8667,181,2,TS
2,0,9615,2438,3814,70,1,TS
1,0,9450,71840.5,8989,148,2,TS
0.6666666666666666,0,24759.666666666668,4810.666666666667,4371,401,3,SB
3,0.5,16181,5488.5,4673,230,2,SB
0,0,63114,5241,663,71,1,TS
0.25,0,24957,4930.5,4524.25,123,4,TS
2.6666666666666665,0,10092,1072,892.3333333333334,399,3,SB
3.5,1,34015.5,3695,2330.5,225,2,SB
6.5,5.25,19435,3060.75,2052.25,330,4,SB
8,6,20520,2190.5,2320.5,117,2,TS
0.6666666666666666,0,2969,2280.3333333333335,533.6666666666666,394,3,SB
3,0,627,246.5,228,267,2,SB
2.5,5.5,4236.5,1729.5,1279.5,270,2,TS
4,1,32476,2823.5,498,255,2,SB
0,0,15596.5,4589,4210.5,207,2,SB
5.5,0,7637.5,71363.5,8443,125,2,TS
0,0,5464,1215,976.5,114,2,TS
4,0.3333333333333333,38278,5947,3931.6666666666665,238,3,TS
4,0.3333333333333333,50269.333333333336,4897,1628.3333333333333,244,3,TS
0,0,32232.5,3260.5,601.5,115,2,TS
0.5,0,14245.5,4835.5,4056.5,107,2,TS
4,3.5,15200,3501,2386.5,260,2,SB
0.5,0,19984,1919,1982,122,2,TS
0.5,0,12472.5,2179,1872.5,252,4,TS
2,1,15585,4690,4315.5,203,2,TS
3,0.6666666666666666,17220.666666666668,5437,4634.333333333333,400,3,TS
2,0.3333333333333333,35601.333333333336,6707.666666666667,4169.666666666667,331,3,TS
0,0,22084.5,5601.5,5527,123,2,TS
1,0,13923.5,4548.5,3974,218,2,TS
1,0,18540,5404,4961.5,105,2,TS
0.5,0.5,17520,5593,5769.5,153,2,TS
0.5,0.5,35507,4018,2314.5,153,2,TS
1.5,0.5,39337.5,5379,2102.5,133,2,TS
1,0.5,21350.5,6954,5557.5,130,2,TS
1.5,0,22664.5,4534,2129.5,125,2,TS
2.5,1,15653,4304,4162,221,2,TS
2.5,1,33640,2729,707,209,2,TS
0,0,13898,4319,3907,139,2,TS
2,0.5,43847,4725,2111,105,2,TS
0,0,31885,2744,452,133,2,TS
0,0.5,14413.5,4415.5,3999.5,165,2,TS
0,0.5,32400.5,2840.5,544.5,159,2,TS
1,0,15633.5,4609,4799,129,2,TS
4.5,3.5,16034,18203.5,5198,283,2,TS
0.5,0,18377.5,5414.5,5693.5,168,2,TS
1,1.5,32534.5,2933.5,816.5,201,2,TS
2,0.5,34911.5,4419,3150,123,2,TS
0,0,13804,4218,3885,106,2,TS
1.5,0,16379,4840.75,5165.25,373,4,TS
0.5,0,16829,4819.5,4774,103,2,TS
0,0,13950,4351,4013,85,2,TS
1,0,30534,4207,3776.5,146,2,TS
0.5,0,13673.5,4265.5,3852.5,105,2,TS
0.5,0,13785.5,4251,3902.5,131,2,TS
0,0,13632.5,4215,3883.5,111,2,TS
0,0,13924,3439.6666666666665,3497,104,3,TS
1.3333333333333333,0.3333333333333333,20004.666666666668,6183.333333333333,5078.666666666667,293,3,TS
1.4,0.2,17411,6663.2,4364.2,431,5,TS
2.5,0.5,24492.5,7916,6748,196,2,TS
1,0,40717.666666666664,5553,5024.666666666667,199,3,TS
0.3333333333333333,0,95154,40767,34023,186,3,TS
0.5,0,34816,3244.5,1319,101,2,TS
0,0,18540,5404,4961.5,59,2,TS
0.3333333333333333,0,20857.333333333332,4525.333333333333,2084.6666666666665,160,3,TS
0.5,0,16549.5,6933.5,4041.5,152,2,TS
1.5,0,14325,4398,4095.5,142,2,TS
0.5,0.5,9171,2308,3154,228,2,TS
1,0,14289,4549,4211.5,143,2,TS
2.5,0,7984,6115,726.5,207,2,TS
0.5,0,5674,889.5,1053,116,2,TS
1,0,14580.5,4471,3938,130,2,TS
0.6666666666666666,0,16922,3996.3333333333335,3843.6666666666665,181,3,TS
1,0,32005,2883,465,70,2,TS
2.5,0,15080.5,4467.5,4502.5,180,2,TS
2.5,0,18377.5,5414.5,5693.5,151,2,TS
1.5,0,15195.5,4632,4179.5,124,2,TS
3,0,27140,8391,7573,72,1,TS
1.5,0,8124,3119,3311,106,2,TS
1.3333333333333333,0,38274.333333333336,5216,4244.333333333333,153,3,TS
2.3333333333333335,0,40645.666666666664,5551,4978.666666666667,185,3,TS
0,0,14405,4590,4232.5,94,2,TS
1,0,15003,4611,4049.5,100,2,TS
2.5,1,21350.5,6954,5557.5,275,2,SB
0.5,0,998,355,519.5,72,2,TS
1,0,16922,3996.3333333333335,3843.6666666666665,228,3,SB
0.5,0,17228,4677.5,4516,183,2,SB
1.5,0.5,16549.5,6933.5,4041.5,242,2,SB
1,0,1765.5,478,460.5,198,2,SB
2,0.5,14285.5,4322.5,3879,223,2,SB
0.3333333333333333,0,15456.666666666666,4422.333333333333,5067,288,3,SB
0.8333333333333334,0.16666666666666666,2988.3333333333335,633.1666666666666,1092.3333333333333,673,6,SB
1.3333333333333333,0.3333333333333333,1971,312.5,627,650,6,SB
4,2,15892.5,4929,4136.5,275,2,SB
3,0.5,14405,4590,4232.5,181,2,SB
2,0,15193,7920,4293.5,101,2,TS
2.3333333333333335,0.3333333333333333,11127.666666666666,3273.6666666666665,3151.3333333333335,371,3,SB
2,0.3333333333333333,2324.6666666666665,745.6666666666666,778.6666666666666,373,3,SB
1,0,1134.5,258.5,282.5,211,2,SB
3.5,1.5,9564.5,1381.5,1719,241,2,SB
2.3333333333333335,1,21265,3049.6666666666665,2512,275,3,SB
1,0,7949.5,3946.5,1430,222,2,SB
2,0.5,13902,6458.5,3216.5,264,2,SB
3,0,27167.333333333332,4788,5361.333333333333,311,3,SB
0.5,0.25,43180,5766,4810.5,318,4,SB
1,0,6750,1119.5,1202.5,172,2,SB
2,0,6593,4933,1682,86,2,TS
0,0,11813,1799,1979,195,2,SB
0.75,0,5265.75,569.5,720,421,4,SB
0.5,0,14636,4546.5,3976,139,2,SB
1.5,0,2821.5,608,700.5,165,2,SB
0.5,0,8846.5,3109.5,1960.5,218,2,SB
0.5,0,1281.5,406.5,305.5,144,2,SB
1,0,14569.25,2121,1768,351,4,SB
1.1428571428571428,0.14285714285714285,11291.857142857143,3529.5714285714284,2801.4285714285716,759,7,SB
2,1,21732,6029.5,5481.5,249,2,SB
3.5,1,7156.5,1973,2986.5,210,2,SB
2.5,0.5,33180,6345,838.5,101,2,TS
1.5,0.5,31681,4853.5,4516,193,2,SB
4.5,1,14554,4910.5,4411,220,2,SB
4.5,1,27857.5,4349.5,3233.5,216,2,SB
2,0,16181,5488.5,4673,226,2,SB
0.5,0,7583,2075.5,2845.5,243,2,SB
0.6666666666666666,0,23230,4356.666666666667,4688.333333333333,317,3,SB
5.666666666666667,2,4883.333333333333,3956,626.3333333333334,408,3,SB
5,1.6666666666666667,5335.666666666667,2452,942.6666666666666,376,3,SB
4.333333333333333,1.3333333333333333,20464.333333333332,4395,2051.3333333333335,304,3,SB
4.666666666666667,1.6666666666666667,3459.3333333333335,2277.3333333333335,598.3333333333334,403,3,SB
0,0,10218.666666666666,1034,1123.6666666666667,199,3,TS
1.5,0.5,778,146.5,189.5,263,2,SB
1.5,0.5,14285.5,4322.5,3879,189,2,SB
1.5,0.5,4373.5,609,822,271,2,SB
1.5,0.5,19083,6021.5,6211,222,2,SB
2.1666666666666665,1.1666666666666667,31664.833333333332,6631.166666666667,5578.333333333333,619,6,SB
3.5,3,24492.5,7916,6748,191,2,SB
2.3333333333333335,1.1666666666666667,41353,7857.5,6672,523,6,SB
3,2,34850.333333333336,7718.666666666667,6422.333333333333,349,3,SB
1.3333333333333333,0,4356,566.6666666666666,570.3333333333334,313,3,SB
0,1,27140,8391,7573,90,1,SB
0,0,6526,1555.5,1635.5,166,2,TS
2.1666666666666665,0.16666666666666666,22224.166666666668,3138.5,2843.3333333333335,643,6,SB
1.5,0.5,29798,4234,3258.5,210,2,SB
2,1.5,13632.5,4215,3883.5,226,2,SB
1.5,0,28210.5,3953.5,2828,162,2,SB
3.5,1.5,16549.5,6933.5,4041.5,172,2,SB
1,0.3333333333333333,6411.333333333333,1011,994.6666666666666,260,3,SB
0,0,60861,8274,7421,54,1,TS
3,0.5,14573,4629,4053,158,2,TS
3,0.5,31433.5,4570.5,3977,161,2,TS
3,0.5,27876.5,4068,2875.5,151,2,TS
0,0,22435,5449.5,5192.5,204,2,TS
1.5,0,16549.5,6933.5,4041.5,177,2,SB
3,2,14159,4344.5,4150.5,230,2,SB
1.5,0.5,6523.5,2101.5,2576,267,2,SB
1,1,30531.5,4116.5,3338.5,177,2,SB
1.0909090909090908,0.09090909090909091,11660.454545454546,1878,2165,1319,11,SB
1,0,11723.9,1700.6,1896.6,1204,10,SB
0.8571428571428571,0,6291.714285714285,741.4285714285714,1027.5714285714287,832,7,SB
0.75,0,5867,687.375,819.75,917,8,SB
0.3333333333333333,0,6791.833333333333,724.5,849.6666666666666,731,6,SB
0,0,9484,2961.6666666666665,2685,178,3,TS
0.75,0,6231.5,897.25,1321.25,861,8,SB
0.8333333333333334,0.16666666666666666,6157.666666666667,649.5,776.8333333333334,662,6,SB
0.6,0,5882,652.4,855,601,5,SB
0.75,0,5468.5,656.75,972.25,423,4,SB
0.3333333333333333,0,4852.666666666667,554.3333333333334,810,289,3,SB
2,0,53747,7269,5218,58,1,SB
2,0.3333333333333333,4806,1840,2036.3333333333333,335,3,SB
2.75,1.25,3568.5,2887,619,468,4,SB
1.6666666666666667,0.3333333333333333,2450.6666666666665,2022.3333333333333,441.3333333333333,315,3,SB
1.5,0,14159,4344.5,4150.5,193,2,SB
0.3333333333333333,0,83162.66666666667,41817,36326.333333333336,185,3,TS
0.5,0,35935.5,8873,4346,77,2,TS
1,0,6506.666666666667,1638,2345.3333333333335,305,3,SB
0,0.5,5755,3594.5,1193.5,164,2,TS
0,0.5,4141.5,1314.5,1368,217,2,TS
0.5,1.5,33206,4993.5,4649,196,2,TS
10,5.5,27885.5,4660.5,2754,232,2,SB
9.5,5,2349,1345,364,244,2,SB
9,5.5,6918.5,1925.5,1134.5,224,2,SB
9.5,5,4780,1343.5,338,153,2,TS
3.5,1.75,10106.5,3442,2675.25,524,4,SB
0,0,15126,4542.5,4247,82,2,TS
0.75,0.25,26341.25,5044.25,4712.5,427,4,TS
2.5,0,13293,2538,2046,136,2,TS
2,0,25860,6300,5566,99,2,TS
2,0,27792.5,3837.5,2775.5,178,2,SB
2.5,1,14907,4514.5,4005.5,275,2,TS
1,0.5,6543.5,1174,1131.5,206,2,SB
0,0,5386.5,2149.5,1825,190,2,SB
0,0,5551,1713,1877,113,1,SB
0.5,0,13632.5,4215,3883.5,191,2,TS
2,0,8575.5,1536.5,2100,252,2,SB
1,0.5,19917,5486,4940.5,132,2,TS
1.5,0,33255,5991.5,5661,98,2,TS
3.5,1.5,14413.5,4415.5,3999.5,259,2,SB
1,0.5,16991,3693,2745,195,2,SB
1,0,3595,2008,1511,276,2,SB
1.3333333333333333,0.5,25653.833333333332,4376.5,3948.8333333333335,544,6,SB
0,0,60861,8274,7421,57,1,TS
0.2857142857142857,0,13080.142857142857,3414.8571428571427,1331.7142857142858,736,7,SB
0,0,13436.2,3311.8,1372.8,508,5,SB
0.3333333333333333,0,14267,3071.3333333333335,1468.6666666666667,340,3,SB
0.09090909090909091,0.09090909090909091,38985.63636363636,2758.5454545454545,1938.5454545454545,931,11,SB
1,0,16028.5,5270,5785.5,206,2,TS
1,0,1581.5,513.5,545.5,255,2,SB
3,0.6666666666666666,15799.666666666666,5138.666666666667,4424.666666666667,368,3,SB
1,0.6666666666666666,38270,5167.333333333333,3965,208,3,SB
3,1,60861,8274,7421,44,1,TS
6,3.5,6210.5,2557,1438,210,2,TS
2,0,16014,4798,4358,110,2,TS
1.5,0,32874.5,4739.5,4282,121,2,TS
1,1,60861,8274,7421,78,1,TS
2.5,0.5,21350.5,6954,5557.5,178,2,SB
0.1111111111111111,0.1111111111111111,42112.555555555555,3087.8888888888887,1949.2222222222222,798,9,SB
2,1,6268,2028.5,2733.5,280,2,TS
3,1,5768.666666666667,855.3333333333334,1118.6666666666667,190,3,TS
0.5,0,30531.5,4116.5,3338.5,107,2,SB
5.5,3,8492.5,4564,2679.5,237,2,SB
3.5,2,29853,6372.5,2864,173,2,SB
2,0.5,9146.5,3216.5,2200.5,179,2,TS
0.3333333333333333,0,12616,3501.6666666666665,3013.6666666666665,182,3,TS
2,0,17228,4677.5,4516,233,2,SB
3,1,2780.5,598.5,433,186,2,TS
4.75,2.5,13095.25,5318.5,3303.75,344,4,SB
0.2222222222222222,0.1111111111111111,41442.77777777778,3279.1111111111113,1630.7777777777778,800,9,SB
2,0,15780,5122.5,5050,194,2,TS
3,1,31369,7321,6998,271,2,TS
0.5,0,29550.5,4163,2976,99,2,TS
3.5,2,4642,1197,1354,206,2,SB
4.5,2,11906.5,4435.5,3586,261,2,SB
5.5,4,3823,2958,468,213,2,SB
5.5,4,8492.5,4564,2679.5,163,2,TS
3,2.5,7576.25,10484.25,2393.5,396,4,SB
3.3333333333333335,3.3333333333333335,15354.666666666666,11616,2328.6666666666665,318,3,SB
3.3333333333333335,0,10173.333333333334,4201.333333333333,3241.6666666666665,327,3,SB
0.25,0,52525,3357.5,1560,294,4,SB
0.5,0.5,13833.5,4388,4040,180,2,TS
1,0,31932,2778.5,376,190,2,TS
1,0.5,45781.5,6529.5,5455,138,2,TS
1,0,27448,3372.3333333333335,2763.6666666666665,306,3,TS
0.3333333333333333,0.3333333333333333,35601.333333333336,6707.666666666667,4169.666666666667,255,3,TS
1.5,0,19984,1919,1982,105,2,TS
0.75,0,14792,4498.25,4172.5,237,4,TS
1.5,0,27847,3630,3569.5,165,2,TS
0.4,0,7148.6,3034.8,1777.2,475,5,SB
0,0,63768.5,4954.5,2000,177,2,TS
0.3333333333333333,0.3333333333333333,36425.333333333336,5721.333333333333,4133.333333333333,249,3,SB
0.3333333333333333,0,27551,6300,4401.666666666667,232,3,TS
0.5,0,37796,7355,5570.5,82,2,TS
0.5,0,40426,9126,3789.5,147,2,TS
1.5,0,29853,6372.5,2864,119,2,TS
1.3333333333333333,0,11254.333333333334,6131,2314.3333333333335,236,3,TS
1,0,12548,4157,3354.5,141,2,TS
0.5,0,37368,2966.5,537,166,2,TS
0.5,0,63768.5,4954.5,2000,288,4,SB
1.5,0,45781.5,6529.5,5455,256,2,SB
0.5,0,35215,3102.5,1061,66,2,TS
0,0,21486.5,6314.5,5470,95,2,TS
1,0,17228,4677.5,4516,70,2,TS
0.6,0.4,38352.6,6561,3819,528,5,SB
0,0.3333333333333333,23610,7757.666666666667,6473,375,3,SB
0,0,23610,7757.666666666667,6473,371,3,SB
0.75,0.25,37459.75,5290.75,1915.75,445,4,SB
1.5,0.5,34168,3913.5,1218,168,2,SB
0.3333333333333333,0,13484,3309.6666666666665,3324.3333333333335,340,3,SB
0.3333333333333333,0.3333333333333333,25475.333333333332,2259.6666666666665,1021,283,3,SB
0.5,0.5,45781.5,6529.5,5455,224,2,SB
1,0.6666666666666666,9445.333333333334,2961,2667.6666666666665,381,3,SB
2,0.3333333333333333,9332.333333333334,4189.666666666667,3867.3333333333335,284,3,SB
0.5,0,16494.5,4795,4436,107,2,TS
1,0,34481.5,3220,981,103,2,TS
1.2,0,4281.8,4581.6,471.6,557,5,SB
1.3333333333333333,0,23613,4652.333333333333,529,260,3,TS
1.5,0,34536.5,5358.5,586.5,219,2,TS
1,0.3333333333333333,35293.333333333336,5191.666666666667,5023.666666666667,246,3,SB
0.4444444444444444,0.5555555555555556,28334.777777777777,2507,391,1038,9,SB
2,1,1221.5,1824.5,262.5,255,2,SB
0,0,41875,12889,2313.5,169,2,TS
0.5,0,14327,4802.5,4976.5,107,2,TS
0,0,60557,30473.5,26526.5,136,2,TS
0.5,0,8628,1690.5,1904.5,204,2,SB
1,0,32314,3227.5,1521.5,108,2,TS
1,0,1640,2227,1397,173,2,TS
0.5,0,20442,2403,3064.5,105,2,TS
1,0,51995.333333333336,5909,4749,317,3,SB
1.75,0,14799.5,2178.5,2898,508,4,SB
1.8,0,6008.2,1561.2,2374.4,540,5,SB
0.6666666666666666,0,10755.666666666666,3156.3333333333335,4079,330,3,SB
1,0,8719.333333333334,2655.3333333333335,3795.3333333333335,409,3,SB
0,0.6666666666666666,21618.333333333332,2049,527,223,3,SB
0.2,0,31861.2,4287.6,3174.6,461,5,SB
0,0.6666666666666666,21618.333333333332,2049,527,258,3,SB
0.3333333333333333,0.6666666666666666,1059.6666666666667,537.6666666666666,589.3333333333334,320,3,SB
0.5,0,31820.5,2813,585,184,2,SB
0.5714285714285714,0.42857142857142855,6756,3263.5714285714284,2304.4285714285716,722,7,SB
0.75,0.5,19112.25,3438.25,1489.5,404,4,SB
1,0,4840.666666666667,1664.6666666666667,1819.6666666666667,305,3,SB
2,0,27408.5,3808,2878,219,2,SB
0,0,31618.5,2766,420,72,2,TS
1,0,30531.5,4116.5,3338.5,134,2,SB
1.5,0,27940.5,8509,7595,192,2,SB
0,0,34316,5404.333333333333,3514.6666666666665,294,3,SB
0.3333333333333333,0,10029.333333333334,2944.3333333333335,2749,234,3,SB
0.5,0,1456,464,593.5,254,2,SB
0.3333333333333333,0,25572,5465.333333333333,1413.3333333333333,239,3,TS
1,0.2,8510.6,2993.2,1942.8,544,5,SB
1.5,0.5,24558.5,4034,3093.5,166,2,TS
0.5,0,5283.5,918.5,1122.5,278,2,SB
1.5,0,16181,5488.5,4673,255,2,SB
0.6666666666666666,0,4070,2804,1320,319,3,SB
2,2,14580.5,4471,3938,260,2,TS
1.5,0.5,32567.5,2896,483,206,2,SB
0,0,45186,8084.333333333333,6479,295,3,SB
0,0,63114,5241,663,81,1,SB
2.5,1.5,31735.5,2777,380,144,2,TS
2.5,1.5,27052,3791,2657.5,137,2,TS
2.5,1.5,5052,2394.5,1267.5,244,2,SB
0.5,0,33391.5,3040.5,1182,225,2,SB
1.2,0.4,44795.2,4107.4,1339,597,5,SB
1,0.5,39842,3782.5,1559,468,4,SB
0,0,303,199,68,50,1,TS
0.6,0.2,2996.6,670.4,661,519,5,SB
0.8,0,13875.4,1379,320.2,576,5,SB
0,0,19667,5100,5154,157,2,TS
0.5,0,2828.5,628,401,378,4,SB
0.5,0,34234,3149,698.5,184,2,SB
0,0.3333333333333333,63986.666666666664,4859,2445.6666666666665,197,3,TS
0,0,34888.5,2862.5,2035.5,238,2,SB
0,0,34822.5,3627,2555,142,2,TS
1.6,0.2,13209,4477,4322.4,660,5,SB
1.6,0.2,15372.8,5234.8,4537.2,664,5,SB
1.5,0.25,16435.5,5546.5,5386,541,4,SB
1.5,0,42479.5,6341,3293,266,2,SB
2.3333333333333335,1.3333333333333333,14162,4510.333333333333,4862,406,3,SB
1,1,17367.8,4628.8,2117.6,652,5,SB
1,0,442,349,302,214,2,SB
1,0,1154.5,2430,223,186,2,SB
0.3333333333333333,0,14739,5089,4117.666666666667,323,3,SB
2.25,1.25,3728.75,2611.25,1443.5,465,4,SB
1.6666666666666667,1,888.6666666666666,1724.3333333333333,181,345,3,SB
1,1,5691.5,1982.5,2473,146,2,SB
1.5,0.5,18695,2137.25,1212.5,351,4,SB
0.75,0.5,31681,4853.5,4516,449,4,SB
1,0.3333333333333333,43428,3347.6666666666665,2508,305,3,SB
0.5,0.5,674,281,152,282,2,SB
2,0.5,13898,4319,3907,268,2,SB
2.5,0,19816.5,1889,2008,197,2,SB
2.5,0,19863.5,1952.5,1923,132,2,TS
3,0,24492.5,3015,3781.5,118,2,TS
1,0.25,32623,2971.5,521,352,4,SB
1,0,7853,4976,1474,153,2,SB
1.75,0.25,3372.5,3230.5,682.25,461,4,SB
0.5,0.5,3131,2837.5,289,239,2,SB
1,0.5,8492.5,4564,2679.5,272,2,SB
0,0.3333333333333333,20003,4314.666666666667,1932,317,3,SB
0.3333333333333333,0.3333333333333333,37817.666666666664,6671.333333333333,3648.6666666666665,285,3,SB
0.5,0,19747,3107.5,2213,211,2,SB
2.5,1.5,2762.5,1392.5,920.5,268,2,SB
1.5,0,32386.5,5460.5,5033.5,206,2,SB
3.5,2,7484.5,3531,2105.5,227,2,SB
1,0,2610,1174,2033,188,2,SB
0.8571428571428571,0.42857142857142855,21775.85714285714,2941.714285714286,1705.5714285714287,858,7,SB
1.1428571428571428,0.5714285714285714,29217,3168.714285714286,1107.5714285714287,861,7,SB
1.3333333333333333,0.5,23384.833333333332,2229.6666666666665,770.6666666666666,692,6,SB
1.5,0,1777,536,427,265,2,SB
1,0.6666666666666666,25017.833333333332,2309.5,995.1666666666666,684,6,SB
1.25,0.25,32875,2976.5,603.75,491,4,SB
0,0,13697.5,4287.5,3965.5,97,2,TS
1.6,0.6,27411.6,2501,767.6,597,5,SB
1.6,0.2,19096.2,3334.8,2020.4,572,5,SB
1.2,0.2,28751.2,3176,1549.4,512,5,SB
1.5,0.25,34198.75,3079.75,892.75,474,4,SB
1.3333333333333333,0.3333333333333333,12809.666666666666,4076.3333333333335,4229.666666666667,383,3,SB
1.6666666666666667,0.6666666666666666,25375,8074.333333333333,7023,428,3,SB
1.5,0.5,14453,5815.5,3993.5,265,2,SB
1.5,0,28141,2547.5,1910,129,2,TS
1,0,8607.5,851,69.5,108,2,TS
1,0,40013,3372,367,122,2,TS
0,0,14388.5,4364.5,4165.5,126,2,TS
1.25,1,35905,3916.25,2143.75,453,4,SB
1,0,26603.333333333332,2510.3333333333335,2678.6666666666665,374,3,SB
2.5,0,19984,1919,1982,276,2,SB
